geneName,geneID,zScore
ENGASE,ENSG00000167280,0.319927553
UTP23,ENSG00000147679,0.320274817
EHBP1,ENSG00000115504,0.320279178
BPY2,ENSG00000183753,0.320644525
AWAT1,ENSG00000204195,0.320769768
EGFR,ENSG00000146648,0.320852205
FAM222B,ENSG00000173065,0.320885691
SYNRG,ENSG00000274047,0.32089723
SYNRG,ENSG00000275066,0.32089723
NUDT6,ENSG00000170917,0.320974468
ALKBH8,ENSG00000137760,0.321054468
ARHGEF9,ENSG00000131089,0.321055525
RPS6KC1,ENSG00000136643,0.321101022
FASTKD1,ENSG00000138399,0.321130885
GJA5,ENSG00000265107,0.321400155
UGP2,ENSG00000169764,0.321405389
RFLNB,ENSG00000283979,0.321433333
RFLNB,ENSG00000183688,0.321433333
DAZAP2,ENSG00000183283,0.321480451
SLC23A1,ENSG00000170482,0.321574259
RBP7,ENSG00000162444,0.321575402
SPANXN2,ENSG00000268988,0.321733478
DCDC1,ENSG00000170959,0.321984409
TMEM67,ENSG00000164953,0.322330457
RASGRP3,ENSG00000152689,0.322477338
CRTAM,ENSG00000109943,0.32248738
HCLS1,ENSG00000180353,0.322519203
TMEM159,ENSG00000011638,0.322632797
ACVR1,ENSG00000115170,0.322828801
ARHGEF10,ENSG00000274726,0.322968601
ARHGEF10,ENSG00000104728,0.322968601
TMIGD2,ENSG00000167664,0.322974655
ZNF705A,ENSG00000196946,0.32312422
FUT11,ENSG00000196968,0.323321037
OCRL,ENSG00000122126,0.323385906
SLC25A35,ENSG00000125434,0.323518278
KRTAP5-7,ENSG00000244411,0.323539035
FAM118B,ENSG00000197798,0.323581938
HNF1A,ENSG00000135100,0.32407786
ARMC10,ENSG00000170632,0.324143884
ARMC10,ENSG00000282813,0.324143884
TYMSOS,ENSG00000176912,0.324155582
ICA1,ENSG00000003147,0.324179509
NFE4,ENSG00000230257,0.324189632
OR5T2,ENSG00000262851,0.324274856
OR5T2,ENSG00000181718,0.324274856
ABCB5,ENSG00000004846,0.324330818
PNPLA3,ENSG00000100344,0.324478223
IGHMBP2,ENSG00000132740,0.32455306
TGFBRAP1,ENSG00000135966,0.324769439
TENT5C,ENSG00000183508,0.324978689
SNX4,ENSG00000114520,0.325034337
KCNC4,ENSG00000116396,0.325240199
NCSTN,ENSG00000162736,0.325425947
C9orf84,ENSG00000165181,0.32543196
ERMARD,ENSG00000130023,0.325464058
ERMARD,ENSG00000276187,0.325464058
AP4B1,ENSG00000134262,0.32553748
CIB2,ENSG00000136425,0.325594131
TSC22D1,ENSG00000102804,0.325630719
YIPF3,ENSG00000137207,0.325799315
MID1IP1,ENSG00000165175,0.325806956
SPEF2,ENSG00000152582,0.325934843
C22orf15,ENSG00000169314,0.326006406
C22orf15,ENSG00000273579,0.326006406
SV2A,ENSG00000159164,0.326341098
ZNF101,ENSG00000181896,0.32669347
LY6H,ENSG00000274488,0.326749066
LY6H,ENSG00000176956,0.326749066
TCEAL1,ENSG00000172465,0.326753901
GAS8,ENSG00000141013,0.326893898
LHFPL1,ENSG00000182508,0.327099095
TLR3,ENSG00000164342,0.327160694
CREB5,ENSG00000146592,0.327760893
CTRB2,ENSG00000168928,0.327791752
CTRB2,ENSG00000284810,0.327791752
EEF1E1,ENSG00000124802,0.327981769
DYDC1,ENSG00000170788,0.328017265
PIR,ENSG00000087842,0.328110815
ZNF623,ENSG00000183309,0.328283752
ZNF623,ENSG00000276340,0.328283752
HMBOX1,ENSG00000147421,0.328348629
ASXL1,ENSG00000171456,0.328365607
SCUBE1,ENSG00000159307,0.328527685
FXYD7,ENSG00000221946,0.32852907
HAMP,ENSG00000105697,0.328708964
HNRNPA3,ENSG00000170144,0.328736024
FAM102A,ENSG00000167106,0.32873679
VARS2,ENSG00000230985,0.328996678
VARS2,ENSG00000236178,0.328996678
VARS2,ENSG00000206476,0.328996678
VARS2,ENSG00000223494,0.328996678
VARS2,ENSG00000137411,0.328996678
VARS2,ENSG00000234032,0.328996678
C9orf131,ENSG00000174038,0.329092272
TPD52L3,ENSG00000170777,0.329269609
CCDC38,ENSG00000165972,0.329289767
TFPI,ENSG00000003436,0.329331102
IGSF9,ENSG00000085552,0.329353145
MAGEB2,ENSG00000099399,0.329579964
NBPF3,ENSG00000142794,0.329754266
PITPNM3,ENSG00000091622,0.329820909
NUTM2G,ENSG00000188152,0.329995199
TSTD2,ENSG00000136925,0.330159274
CLPS,ENSG00000137392,0.330425302
C12orf42,ENSG00000179088,0.330448017
HEY2,ENSG00000135547,0.330448852
KDM5A,ENSG00000073614,0.330484192
ELSPBP1,ENSG00000169393,0.330615022
FAM234B,ENSG00000084444,0.330620648
TGFBR3,ENSG00000069702,0.330661026
MCM8,ENSG00000125885,0.330673939
OSBPL1A,ENSG00000141447,0.330683884
TMEM42,ENSG00000169964,0.330691466
TMEM42,ENSG00000280516,0.330691466
MNDA,ENSG00000163563,0.330810662
ITGA9,ENSG00000144668,0.3311058
TUBA3C,ENSG00000198033,0.331234493
DPH5,ENSG00000117543,0.331277579
KLHL40,ENSG00000157119,0.331347322
TAZ,ENSG00000102125,0.331349433
RCOR3,ENSG00000117625,0.331416648
SELENOS,ENSG00000131871,0.331773168
GPR107,ENSG00000148358,0.331804126
LACTB,ENSG00000103642,0.331812028
SPATA22,ENSG00000141255,0.331839633
C16orf54,ENSG00000185905,0.331900762
TGFBR1,ENSG00000106799,0.332116359
SAXO1,ENSG00000155875,0.33216249
SIRPA,ENSG00000198053,0.332326314
PHETA2,ENSG00000177096,0.332329933
DISC1,ENSG00000162946,0.332526227
BAD,ENSG00000002330,0.332610489
PPBP,ENSG00000163736,0.332667934
MRPS15,ENSG00000116898,0.332757212
PPIC,ENSG00000168938,0.332990509
PDE6C,ENSG00000095464,0.333074507
SPANXN1,ENSG00000203923,0.333082478
STIMATE,ENSG00000213533,0.333288368
GFI1,ENSG00000162676,0.333464028
PRKRA,ENSG00000180228,0.33364669
KIF3C,ENSG00000084731,0.333769449
TMC6,ENSG00000141524,0.33387558
SLC35E3,ENSG00000175782,0.333962723
SFR1,ENSG00000156384,0.333978667
KAT5,ENSG00000172977,0.33400159
LRRC75B,ENSG00000178026,0.334025717
SMG9,ENSG00000105771,0.334055796
CDV3,ENSG00000091527,0.334500688
TMEM234,ENSG00000160055,0.3346146
KRT74,ENSG00000170484,0.334637666
YWHAH,ENSG00000128245,0.334696501
DHRS12,ENSG00000102796,0.334703139
RAB5A,ENSG00000144566,0.3348828
SURF6,ENSG00000281309,0.335058222
SURF6,ENSG00000148296,0.335058222
PUS7L,ENSG00000129317,0.335077208
RHOT1,ENSG00000126858,0.335117185
APLNR,ENSG00000134817,0.335171504
OXLD1,ENSG00000204237,0.335279679
OR5M9,ENSG00000150269,0.335402371
TMOD3,ENSG00000138594,0.335421946
TRIM54,ENSG00000138100,0.335523045
CORO6,ENSG00000167549,0.335536788
SHANK2,ENSG00000162105,0.335709952
CACNA1I,ENSG00000100346,0.335781461
PIGP,ENSG00000185808,0.33596722
COL4A3BP,ENSG00000113163,0.336168386
ADAM22,ENSG00000008277,0.336717232
MAN1B1,ENSG00000177239,0.336864477
INTU,ENSG00000164066,0.336907808
ZNF223,ENSG00000178386,0.336909106
ZNF337,ENSG00000130684,0.337107952
FGFR3,ENSG00000068078,0.337109094
LCE4A,ENSG00000187170,0.337118902
MBTPS2,ENSG00000012174,0.337285084
SHOC2,ENSG00000108061,0.337311463
SLC18A1,ENSG00000036565,0.337315926
FRS3,ENSG00000137218,0.337323059
PLAU,ENSG00000122861,0.337411753
RSPH1,ENSG00000160188,0.337420538
RXYLT1,ENSG00000118600,0.33745331
ANKRD34A,ENSG00000272031,0.337515464
DMRT2,ENSG00000173253,0.3375982
SNX33,ENSG00000173548,0.337600218
RAB3D,ENSG00000105514,0.337609751
MYLK2,ENSG00000101306,0.337728447
NKAIN1,ENSG00000084628,0.33792719
LAMP2,ENSG00000005893,0.337932114
LAMP2,ENSG00000005893,0.337932114
GDF6,ENSG00000156466,0.338278256
HERC3,ENSG00000138641,0.338398607
STEAP4,ENSG00000127954,0.338474527
TMEM187,ENSG00000177854,0.338532537
DEFB125,ENSG00000178591,0.338618649
TECPR1,ENSG00000205356,0.338645569
OXT,ENSG00000101405,0.338670975
XKR6,ENSG00000171044,0.33882419
PSEN2,ENSG00000143801,0.338872372
OCIAD2,ENSG00000145247,0.338907607
IQCA1,ENSG00000132321,0.338947062
SLC16A8,ENSG00000100156,0.338983603
CTNNBIP1,ENSG00000178585,0.339077466
FAM126A,ENSG00000122591,0.339154404
KLK4,ENSG00000167749,0.339194287
DUSP6,ENSG00000139318,0.339417549
CEACAM8,ENSG00000124469,0.339497629
S100A9,ENSG00000163220,0.339502402
TMEM139,ENSG00000178826,0.339572447
FAM86C1,ENSG00000158483,0.339652978
PRODH2,ENSG00000250799,0.3397218
CSF2RB,ENSG00000100368,0.3397678
FYTTD1,ENSG00000122068,0.339811421
HPSE2,ENSG00000172987,0.339815086
SLC22A16,ENSG00000004809,0.340023755
KRT34,ENSG00000131737,0.34028129
KRT34,ENSG00000262045,0.34028129
REM2,ENSG00000139890,0.340393909
ADAMTS15,ENSG00000166106,0.340414319
KLF15,ENSG00000163884,0.340690273
4-Sep,ENSG00000108387,0.340787576
PIGK,ENSG00000142892,0.340935628
PLEKHM1,ENSG00000276358,0.341148999
PLEKHM1,ENSG00000225190,0.341148999
PLEKHM1,ENSG00000277111,0.341148999
PGAP3,ENSG00000161395,0.341225135
BEND2,ENSG00000177324,0.341311116
STK11,ENSG00000118046,0.341373637
MRPL42,ENSG00000198015,0.341410111
TCTN3,ENSG00000119977,0.341498109
DGCR6,ENSG00000183628,0.341519763
UBE2G2,ENSG00000184787,0.341607239
DDIT4L,ENSG00000145358,0.341644435
IKBIP,ENSG00000166130,0.341664855
IKBIP,ENSG00000166130,0.341664855
PRKAB1,ENSG00000111725,0.341969157
TTC7A,ENSG00000068724,0.342105996
PLXND1,ENSG00000004399,0.342180034
OTUD6A,ENSG00000189401,0.342468836
SLC9A7,ENSG00000065923,0.342805385
C17orf77,ENSG00000182352,0.34312713
SPDYC,ENSG00000204710,0.343523045
GRAMD1B,ENSG00000023171,0.34359045
POU5F2,ENSG00000248483,0.343819932
RLF,ENSG00000117000,0.344002029
MIXL1,ENSG00000185155,0.344005707
SNX24,ENSG00000064652,0.344076619
EIF1AD,ENSG00000175376,0.344127494
ZNF763,ENSG00000197054,0.344144961
TUBB4B,ENSG00000188229,0.344296924
PRG2,ENSG00000186652,0.344326918
ELL,ENSG00000105656,0.34436231
SAGE1,ENSG00000181433,0.34447487
OR1A2,ENSG00000172150,0.344676661
LRRC42,ENSG00000116212,0.345128796
HIST2H2AC,ENSG00000184260,0.345166489
ZNF239,ENSG00000196793,0.345170917
MNX1,ENSG00000130675,0.345463517
DRAM2,ENSG00000156171,0.345513007
TMEM200B,ENSG00000253304,0.345531246
MAFB,ENSG00000204103,0.345657974
POPDC3,ENSG00000132429,0.345718425
PLA2G4F,ENSG00000168907,0.345840469
PHKG1,ENSG00000164776,0.345855169
TCN1,ENSG00000134827,0.345876017
MEIOB,ENSG00000162039,0.345989191
RAX2,ENSG00000173976,0.346021083
CTTN,ENSG00000085733,0.346030708
RFTN1,ENSG00000131378,0.346189912
SLC9A3R2,ENSG00000065054,0.346233936
ARHGAP39,ENSG00000147799,0.346362769
PAFAH1B3,ENSG00000079462,0.346375283
WFDC1,ENSG00000103175,0.3464365
CD83,ENSG00000112149,0.346706323
IGIP,ENSG00000182700,0.346737303
PKIG,ENSG00000168734,0.346777931
SLC25A26,ENSG00000144741,0.346958253
SLC25A26,ENSG00000282739,0.346958253
SOD2,ENSG00000112096,0.347084519
GOLGA6L9,ENSG00000197978,0.347194338
GOLGA6L9,ENSG00000274320,0.347194338
MESP1,ENSG00000166823,0.347248705
CNTNAP5,ENSG00000155052,0.347323246
KBTBD6,ENSG00000165572,0.347411153
WISP1,ENSG00000104415,0.347471642
DISP1,ENSG00000154309,0.348205248
PPM1J,ENSG00000155367,0.348232959
EFHC1,ENSG00000096093,0.348399684
MRPS12,ENSG00000128626,0.348588296
MRPS12,ENSG00000283018,0.348588296
DCUN1D4,ENSG00000109184,0.348681767
SPRR3,ENSG00000163209,0.348774311
KRTAP9-2,ENSG00000239886,0.348781002
KRTAP9-2,ENSG00000263090,0.348781002
YDJC,ENSG00000161179,0.348962056
TRA2B,ENSG00000136527,0.349342518
CDH18,ENSG00000145526,0.349549236
CDHR1,ENSG00000148600,0.349693253
PLEKHB1,ENSG00000021300,0.349720326
AKIP1,ENSG00000166452,0.349766546
PIK3R3,ENSG00000117461,0.349949213
CNTN3,ENSG00000113805,0.350033339
IRF9,ENSG00000285048,0.350036337
IRF9,ENSG00000213928,0.350036337
IFNG,ENSG00000111537,0.350054161
PTPDC1,ENSG00000158079,0.350068108
HAPLN1,ENSG00000145681,0.35010298
ADGRG6,ENSG00000112414,0.350137806
MAP3K5,ENSG00000197442,0.350188163
RNF17,ENSG00000132972,0.350304164
N4BP1,ENSG00000102921,0.350362479
AGR3,ENSG00000173467,0.350364336
MRPS31,ENSG00000102738,0.350511774
COMMD3,ENSG00000148444,0.350592944
SMARCA2,ENSG00000080503,0.35067701
TRIM40,ENSG00000237046,0.350682776
TRIM40,ENSG00000227458,0.350682776
TRIM40,ENSG00000204614,0.350682776
TRIM40,ENSG00000172524,0.350682776
TRIM40,ENSG00000236399,0.350682776
TRIM40,ENSG00000233931,0.350682776
TRIM40,ENSG00000228001,0.350682776
TRIM40,ENSG00000224496,0.350682776
DTWD2,ENSG00000169570,0.350738719
ERMN,ENSG00000136541,0.350912992
FBXO2,ENSG00000116661,0.350941161
PSRC1,ENSG00000134222,0.351031662
ARHGAP12,ENSG00000165322,0.351089439
ARRDC5,ENSG00000205784,0.351295884
TMEM161A,ENSG00000064545,0.351384089
HSD17B13,ENSG00000170509,0.351425335
UPF3A,ENSG00000169062,0.351442812
MYBPH,ENSG00000133055,0.351483902
TP53TG5,ENSG00000124251,0.351523526
LRRTM1,ENSG00000162951,0.351697915
OR10J5,ENSG00000184155,0.351927769
CD52,ENSG00000169442,0.35194435
SLC18A2,ENSG00000165646,0.352173591
GXYLT2,ENSG00000172986,0.352445145
UIMC1,ENSG00000087206,0.352552968
MYL12A,ENSG00000101608,0.352561269
WDR91,ENSG00000105875,0.352696609
AMTN,ENSG00000187689,0.352987343
DEDD,ENSG00000158796,0.353001221
VPS50,ENSG00000004766,0.353184684
CBWD1,ENSG00000172785,0.353378593
SLC24A3,ENSG00000185052,0.353533577
SCGB1D2,ENSG00000124935,0.354273317
RHEBL1,ENSG00000167550,0.354364746
PKIB,ENSG00000135549,0.354542397
MLIP,ENSG00000146147,0.35455678
SCAMP1,ENSG00000085365,0.354587851
C1QTNF9B,ENSG00000205863,0.354654621
IQGAP2,ENSG00000145703,0.354740294
CDH17,ENSG00000079112,0.354754859
CLCN1,ENSG00000188037,0.355000163
TAS2R16,ENSG00000128519,0.355058598
TMEM109,ENSG00000110108,0.355085681
NUBP2,ENSG00000095906,0.355101404
RND3,ENSG00000115963,0.3553017
KLK15,ENSG00000174562,0.355316744
LMO2,ENSG00000135363,0.355348593
GDPD4,ENSG00000178795,0.355438577
ARHGEF2,ENSG00000116584,0.35554152
VAPA,ENSG00000101558,0.355555702
DYDC2,ENSG00000133665,0.355579783
ALOX5AP,ENSG00000132965,0.355907318
HIP1,ENSG00000127946,0.356019204
PPM1N,ENSG00000213889,0.356033035
AP3M2,ENSG00000070718,0.356229683
ANXA10,ENSG00000109511,0.356234578
FLRT3,ENSG00000125848,0.356295464
MDC1,ENSG00000225589,0.356462695
MDC1,ENSG00000206481,0.356462695
MDC1,ENSG00000237095,0.356462695
MDC1,ENSG00000234012,0.356462695
MDC1,ENSG00000231135,0.356462695
MDC1,ENSG00000228575,0.356462695
MDC1,ENSG00000224587,0.356462695
MDC1,ENSG00000137337,0.356462695
ADAMTS17,ENSG00000140470,0.356496531
ACKR4,ENSG00000129048,0.35661336
C15orf32,ENSG00000183643,0.356652107
TDGF1,ENSG00000241186,0.357050005
ACP6,ENSG00000162836,0.35719106
TSFM,ENSG00000123297,0.357212676
COL19A1,ENSG00000082293,0.35733859
OR13C8,ENSG00000186943,0.357394567
TRIP11,ENSG00000100815,0.357468433
PRMT3,ENSG00000185238,0.357557014
AKAP8L,ENSG00000011243,0.357692032
BMP2,ENSG00000125845,0.35780691
TMEM270,ENSG00000175877,0.357826789
POLR3F,ENSG00000132664,0.35783971
ESYT2,ENSG00000117868,0.358081598
SLC44A5,ENSG00000137968,0.358420715
ZNF354C,ENSG00000177932,0.358651896
SPINK6,ENSG00000178172,0.358791057
MAP7,ENSG00000135525,0.359062054
SSH3,ENSG00000172830,0.359183993
ATP5IF1,ENSG00000130770,0.359195289
ATP5IF1,ENSG00000285390,0.359195289
NKX2-1,ENSG00000136352,0.359249106
SLC17A9,ENSG00000101194,0.359382366
VPS25,ENSG00000131475,0.359471742
CEP104,ENSG00000116198,0.359608054
PLSCR3,ENSG00000187838,0.359633851
PLSCR3,ENSG00000284009,0.359633851
RIOX1,ENSG00000170468,0.359673178
ZNF234,ENSG00000263002,0.360254672
PLSCR5,ENSG00000231213,0.360359582
KRTAP23-1,ENSG00000186980,0.360452985
SP4,ENSG00000105866,0.360483225
TYK2,ENSG00000105397,0.360487089
TAC4,ENSG00000176358,0.36052498
TMEM125,ENSG00000179178,0.360532907
RBM4,ENSG00000173933,0.360632236
KCNAB3,ENSG00000170049,0.360633897
SMIM29,ENSG00000186577,0.360777115
MAGEA4,ENSG00000147381,0.360875048
FAM111A,ENSG00000166801,0.361063886
C2orf69,ENSG00000178074,0.361088696
SLC10A4,ENSG00000145248,0.361281475
OR10J1,ENSG00000196184,0.361406488
CNPY3,ENSG00000137161,0.361483484
RPRD1B,ENSG00000101413,0.361501129
STRA6,ENSG00000137868,0.361538966
KIFC2,ENSG00000167702,0.361657193
C7orf50,ENSG00000146540,0.361749018
TSPYL6,ENSG00000178021,0.36183147
GARNL3,ENSG00000136895,0.362065808
IL17REL,ENSG00000188263,0.362399878
MND1,ENSG00000121211,0.362446873
GJA10,ENSG00000135355,0.362597193
PALM2,ENSG00000243444,0.362631632
TAF1D,ENSG00000166012,0.362682363
ACOX3,ENSG00000087008,0.36274765
RNF220,ENSG00000187147,0.36288768
CCNY,ENSG00000108100,0.362929831
LRRC47,ENSG00000130764,0.363254663
ZCCHC7,ENSG00000147905,0.363884804
WNK1,ENSG00000060237,0.363938164
TMEM31,ENSG00000179363,0.363989048
RIMS4,ENSG00000101098,0.364240738
ZNF804B,ENSG00000182348,0.364454391
OR8K3,ENSG00000262755,0.364656908
OR8K3,ENSG00000280314,0.364656908
KRT83,ENSG00000170523,0.364846549
PAX7,ENSG00000009709,0.365440835
STOX1,ENSG00000165730,0.365471105
GIMAP7,ENSG00000179144,0.365487211
SLC1A6,ENSG00000105143,0.365680882
TUSC1,ENSG00000198680,0.365761878
UFC1,ENSG00000143222,0.366023583
ZNF215,ENSG00000149054,0.366030428
ARID3B,ENSG00000179361,0.366050332
MMP2,ENSG00000087245,0.366116564
VILL,ENSG00000136059,0.366394359
MYL1,ENSG00000168530,0.366400585
ALKBH4,ENSG00000160993,0.367110275
KCNJ2,ENSG00000123700,0.367144062
SOCS3,ENSG00000184557,0.36719988
ALG8,ENSG00000159063,0.367343482
ESCO1,ENSG00000141446,0.367464101
KCNK13,ENSG00000152315,0.367529247
FAAP100,ENSG00000185504,0.367617223
ULBP3,ENSG00000131019,0.368008018
TMTC3,ENSG00000139324,0.368040855
ACTL8,ENSG00000117148,0.368141466
KLHL11,ENSG00000178502,0.368333156
ZNF235,ENSG00000159917,0.36846686
PPP2R2C,ENSG00000074211,0.368679706
IFIT3,ENSG00000119917,0.368680559
GPRC5B,ENSG00000167191,0.36881662
ATP6V0E1,ENSG00000113732,0.368885843
MED8,ENSG00000159479,0.369011446
HUNK,ENSG00000142149,0.369101114
DVL2,ENSG00000004975,0.369123198
GPR20,ENSG00000275181,0.369188657
GPR20,ENSG00000204882,0.369188657
GATD1,ENSG00000177225,0.369410366
CEP63,ENSG00000182923,0.369621795
GRIN2A,ENSG00000183454,0.369728214
ZCCHC8,ENSG00000033030,0.369816973
CORO1B,ENSG00000172725,0.369977332
FOXB1,ENSG00000171956,0.370261295
SERINC2,ENSG00000168528,0.370280201
ZNF507,ENSG00000168813,0.370375021
RBBP9,ENSG00000089050,0.370416668
TVP23B,ENSG00000171928,0.370473192
GIGYF2,ENSG00000204120,0.370633633
HSPD1,ENSG00000144381,0.370642341
PZP,ENSG00000126838,0.370757023
S100A6,ENSG00000197956,0.370845532
UGT2B15,ENSG00000196620,0.370870479
UGT2B15,ENSG00000277132,0.370870479
TRPV6,ENSG00000165125,0.371153975
TRPV6,ENSG00000276971,0.371153975
CDHR4,ENSG00000187492,0.371171047
ARID3C,ENSG00000205143,0.371269091
HIST1H2BB,ENSG00000276410,0.371273043
SMTN,ENSG00000183963,0.371346359
RTL4,ENSG00000187823,0.37159583
DCLK2,ENSG00000170390,0.371636089
TRA2A,ENSG00000164548,0.371898351
SMR3B,ENSG00000171201,0.371904415
ASIC1,ENSG00000110881,0.371918897
MYH8,ENSG00000133020,0.372026616
UBE2NL,ENSG00000276380,0.372092955
FLNB,ENSG00000136068,0.372128725
IL13RA2,ENSG00000123496,0.372333773
TDRD6,ENSG00000180113,0.37293224
ST3GAL3,ENSG00000126091,0.373063081
HOXA10,ENSG00000253293,0.373127226
TRIO,ENSG00000038382,0.373379552
ZCWPW1,ENSG00000078487,0.373382003
DYM,ENSG00000141627,0.373444012
CTPS2,ENSG00000047230,0.373446075
EIF4G3,ENSG00000075151,0.373453078
KCNK18,ENSG00000186795,0.373579702
SLC30A4,ENSG00000104154,0.373626905
ZNF460,ENSG00000197714,0.373685044
DOCK2,ENSG00000134516,0.373832556
IL15,ENSG00000164136,0.373946292
OR2J2,ENSG00000234746,0.374041392
OR2J2,ENSG00000226347,0.374041392
OR2J2,ENSG00000204700,0.374041392
OR2J2,ENSG00000232945,0.374041392
OR2J2,ENSG00000231676,0.374041392
OR2J2,ENSG00000196231,0.374041392
OR2J2,ENSG00000225550,0.374041392
OR2J2,ENSG00000226000,0.374041392
CCDC124,ENSG00000007080,0.374118513
ASZ1,ENSG00000154438,0.374151536
ZHX1,ENSG00000165156,0.374155208
SHCBP1,ENSG00000171241,0.374244267
NAE1,ENSG00000159593,0.374476306
GLYATL1,ENSG00000166840,0.374499985
MLLT3,ENSG00000171843,0.374789232
NEUROD1,ENSG00000162992,0.374824902
PEX19,ENSG00000162735,0.374925892
IFITM2,ENSG00000185201,0.375055352
HOXB3,ENSG00000120093,0.37516393
CISH,ENSG00000114737,0.375376741
MTUS1,ENSG00000129422,0.375403783
UHRF1BP1L,ENSG00000111647,0.375476505
SKAP2,ENSG00000005020,0.37551148
TBC1D1,ENSG00000065882,0.375516278
SSR4,ENSG00000180879,0.375531267
FAP,ENSG00000078098,0.375706959
LYRM1,ENSG00000102897,0.375725298
CASC1,ENSG00000118307,0.375766401
CSNK2A2,ENSG00000070770,0.375769007
TSEN34,ENSG00000274129,0.376022199
TSEN34,ENSG00000273896,0.376022199
TSEN34,ENSG00000170892,0.376022199
TSEN34,ENSG00000278622,0.376022199
TSEN34,ENSG00000274078,0.376022199
TSEN34,ENSG00000274796,0.376022199
TSEN34,ENSG00000278605,0.376022199
TSEN34,ENSG00000275165,0.376022199
TSEN34,ENSG00000278712,0.376022199
TSEN34,ENSG00000274672,0.376022199
TTC19,ENSG00000011295,0.376072206
XG,ENSG00000124343,0.376106275
CAMK1,ENSG00000134072,0.376130754
HMOX2,ENSG00000277424,0.376134956
HMOX2,ENSG00000103415,0.376134956
CERK,ENSG00000100422,0.37623818
BEST3,ENSG00000127325,0.37633166
MYL4,ENSG00000198336,0.376335375
ZNF446,ENSG00000083838,0.376346021
MRTFA,ENSG00000196588,0.376664117
SEPHS2,ENSG00000179918,0.376678589
ZNF675,ENSG00000197372,0.376714351
TMOD2,ENSG00000128872,0.37671976
STAT5A,ENSG00000126561,0.376736308
TRPC7,ENSG00000069018,0.376854362
TMEM132B,ENSG00000139364,0.376894877
CYP4F2,ENSG00000186115,0.376915345
BRD3,ENSG00000169925,0.377049889
PEPD,ENSG00000124299,0.37710152
SOCS2,ENSG00000120833,0.377131702
CLCA2,ENSG00000137975,0.377176737
SLC36A2,ENSG00000186335,0.377177722
ARMC1,ENSG00000104442,0.377288593
MTNR1B,ENSG00000134640,0.377377935
XRCC1,ENSG00000073050,0.37750927
PTPRE,ENSG00000132334,0.377602046
LRRN4CL,ENSG00000177363,0.377631977
C20orf96,ENSG00000196476,0.377653875
TIMM21,ENSG00000075336,0.377701839
PSORS1C1,ENSG00000204540,0.377749135
PSORS1C1,ENSG00000233734,0.377749135
PSORS1C1,ENSG00000235487,0.377749135
PSORS1C1,ENSG00000233439,0.377749135
PSORS1C1,ENSG00000231094,0.377749135
PSORS1C1,ENSG00000206458,0.377749135
C8B,ENSG00000021852,0.377982074
RABL3,ENSG00000144840,0.378126046
RSPH9,ENSG00000172426,0.378420244
GJB6,ENSG00000121742,0.378625155
PKP4,ENSG00000144283,0.378653689
RP1L1,ENSG00000285131,0.3786819
RP1L1,ENSG00000183638,0.3786819
RBM41,ENSG00000089682,0.378709341
COL1A2,ENSG00000164692,0.378799436
ZNF146,ENSG00000167635,0.379274263
METTL8,ENSG00000123600,0.379429997
VPS45,ENSG00000136631,0.379445096
HTRA2,ENSG00000115317,0.379452844
TRIM8,ENSG00000171206,0.379572284
OR6K3,ENSG00000203757,0.379657468
RIMKLA,ENSG00000177181,0.37972634
FOPNL,ENSG00000276914,0.379964125
FOPNL,ENSG00000133393,0.379964125
TADA3,ENSG00000171148,0.379982122
LGALS9,ENSG00000168961,0.380050635
RIF1,ENSG00000080345,0.380216641
ICAM3,ENSG00000076662,0.380249574
NOX5,ENSG00000255346,0.380372912
PRSS37,ENSG00000165076,0.380398379
C7orf25,ENSG00000136197,0.380429902
12-Sep,ENSG00000140623,0.380544988
PNPLA8,ENSG00000135241,0.380618677
FNDC11,ENSG00000125531,0.380751957
AMBRA1,ENSG00000110497,0.380905564
SOX15,ENSG00000129194,0.380911752
HYLS1,ENSG00000198331,0.380925051
DNAJB2,ENSG00000135924,0.381106006
ZNF638,ENSG00000075292,0.381645853
NKIRAS1,ENSG00000197885,0.38174174
OTUD7A,ENSG00000169918,0.382162758
TMEM168,ENSG00000146802,0.382380695
LOXL4,ENSG00000138131,0.382695222
CHML,ENSG00000203668,0.382745526
DNAAF1,ENSG00000154099,0.382814006
AAAS,ENSG00000094914,0.382852683
GSTK1,ENSG00000197448,0.383388188
CPED1,ENSG00000106034,0.383422455
GABRB3,ENSG00000166206,0.383674613
WDR89,ENSG00000140006,0.383714866
PPM1K,ENSG00000163644,0.383716127
TDRKH,ENSG00000182134,0.383771317
RFX1,ENSG00000132005,0.383950261
RALGPS1,ENSG00000136828,0.384016284
ANKRD13C,ENSG00000118454,0.384137094
ADAM28,ENSG00000042980,0.384239785
SVIL,ENSG00000197321,0.384596253
SLAMF8,ENSG00000158714,0.384817087
CD81,ENSG00000110651,0.384823816
SPR,ENSG00000116096,0.384881453
WDR25,ENSG00000176473,0.384911509
ZUP1,ENSG00000153975,0.385019169
PPM1L,ENSG00000163590,0.385261517
SH3GLB1,ENSG00000097033,0.385421535
CTSK,ENSG00000143387,0.385487471
WDR48,ENSG00000114742,0.385682087
ULBP2,ENSG00000131015,0.385760738
DIPK1C,ENSG00000187773,0.38576429
B3GNT9,ENSG00000237172,0.38578607
TFDP1,ENSG00000198176,0.385788402
KLRC3,ENSG00000205810,0.385860103
GINS3,ENSG00000181938,0.38601678
